path,label,pca_feature_1,pca_feature_2,pca_feature_3,pca_feature_4,pca_feature_5,pca_feature_6,pca_feature_7,pca_feature_8,pca_feature_9,pca_feature_10,pca_feature_11,pca_feature_12,pca_feature_13,pca_feature_14,pca_feature_15,pca_feature_16,pca_feature_17,pca_feature_18,pca_feature_19,pca_feature_20,pca_feature_21,pca_feature_22,pca_feature_23,pca_feature_24,pca_feature_25,pca_feature_26,pca_feature_27,pca_feature_28,pca_feature_29,pca_feature_30,pca_feature_31
s3://p9-data-mohamedmerah/img_cloud/Beetroot/r_143_100.jpg,Beetroot,-3.6282039,-2.5430546,-5.772936,9.642154,2.691512,-0.36553165,1.7304025,3.1004925,1.334502,1.4242541,4.352365,-3.032934,0.19032116,1.3359237,1.0831355,-2.1610887,-0.9075678,-5.6450553,-1.9306495,2.4384131,-3.870746,-4.36001,1.6395887,-1.5596293,0.9742129,1.1115451,1.7372696,-3.932636,0.8072712,-3.0283728,-1.049074
s3://p9-data-mohamedmerah/img_cloud/Apple Golden 3/69_100.jpg,Apple Golden 3,0.657097,4.570629,-5.3012137,6.9041853,-4.3850455,5.9473515,-1.5260422,-1.3459184,1.0576005,-0.009343224,-1.8085095,-3.2524912,-1.8176357,0.5177254,-2.3436258,2.9245238,-1.6325083,-2.1907287,1.6163566,1.0187945,-5.126076,1.3960422,0.1267234,1.555682,-0.6590218,0.6605316,-0.7618475,-2.663232,0.06434195,-1.2386312,-0.6595477
s3://p9-data-mohamedmerah/img_cloud/Apple Pink Lady/3_100.jpg,Apple Pink Lady,7.100299,-0.14667669,-0.78404045,5.4911356,3.1888478,3.2257156,-6.569765,-0.4771051,-3.5983503,0.88717073,-4.390387,-3.1291547,-0.25873807,-0.737206,-1.0680346,-1.8794994,0.29243517,-3.965036,0.84606105,0.5766486,-4.0712576,0.7237192,-3.0498948,0.45653072,-0.2356379,3.2779803,2.5799208,-1.1050726,-0.7162904,-3.0863225,-1.670001
s3://p9-data-mohamedmerah/img_cloud/Kumquats/r_5_100.jpg,Kumquats,3.8291075,1.0236733,-4.4688516,3.7368536,3.9216323,-0.51286036,-2.9427643,-1.5103266,3.2592235,0.3323977,-0.23865369,-2.4292226,-0.3356205,-0.06103857,-5.389341,-3.7002137,-1.4712375,-1.7659371,2.43683,3.8871021,-2.745822,2.5022917,-3.068183,3.0633807,2.3292124,1.8842591,0.87190837,-5.845596,1.4440948,-3.0527837,-1.9082311
s3://p9-data-mohamedmerah/img_cloud/Peach/r_327_100.jpg,Peach,4.2193027,-1.1274935,-3.9494586,9.489206,7.524928,2.33306,-1.8787161,-2.4674208,5.2587447,-2.8050838,-3.7774744,-3.486208,-2.0534582,-1.4299455,-0.044118408,0.23862472,2.1349027,-3.283375,2.9749675,2.391265,-5.6483707,3.0071013,-2.9563692,-0.5890086,-0.69656724,1.1548768,-0.9707232,-3.9103637,2.2711902,-2.3456633,1.412138
s3://p9-data-mohamedmerah/img_cloud/Apple Golden 3/3_100.jpg,Apple Golden 3,2.5746644,3.9944983,-3.0502176,5.459622,-5.3033843,2.9493992,-2.4271805,-0.7612337,0.20506038,1.2916968,-3.1992412,-3.5049448,-1.8583685,0.49737868,-1.6960754,0.26549733,0.34741527,-1.9080061,1.8657186,0.31097215,-5.25031,0.67125684,-0.2928147,0.77838945,-1.5129896,-1.7254024,0.38001037,-1.4434879,-0.7029117,-1.8059522,-2.7547748
s3://p9-data-mohamedmerah/img_cloud/Tomato 1/197_100.jpg,Tomato 1,5.0750613,-14.366322,3.5360503,8.944177,-4.414431,-0.39558843,-0.8618789,-0.8472361,2.1189246,-1.7581726,-2.309929,-1.8506967,-0.8500534,1.06092,-2.93539,-0.5640886,2.7169695,-1.8904462,0.59007525,1.3080668,-3.3713014,-0.45762673,-2.9336388,0.30701402,-1.5660433,1.2615038,1.0077541,-2.606769,-0.08423952,-1.5047393,-1.3662885
s3://p9-data-mohamedmerah/img_cloud/Kumquats/275_100.jpg,Kumquats,4.6561217,3.323904,-0.98554796,2.461133,1.9038169,-4.8581996,-4.3397584,-1.1490012,2.1238394,-2.9430435,1.0091753,-3.67277,1.7810817,0.58045006,-1.6712346,-1.0250301,-0.11701048,-4.1737843,2.5361981,1.1208622,-4.846703,0.9268719,-2.330761,0.2715539,-2.13899,1.0664463,0.8079356,-2.5896404,-1.2455835,-1.8501884,0.025515478
s3://p9-data-mohamedmerah/img_cloud/Peach/4_100.jpg,Peach,3.6647775,-1.6527648,-2.86553,8.144962,7.7210135,1.19988,-1.5440483,-2.0802143,0.7966985,-1.3008659,-4.962747,-2.4821205,-1.4396307,-2.1888459,-1.4434716,0.004116068,1.0071585,0.30648708,4.5422606,0.67971283,-1.2811425,-2.9905014,-0.473768,-1.1620114,-2.8105993,-1.2440032,1.7554327,-5.4760175,-0.6732193,-1.5353508,-1.4418406
s3://p9-data-mohamedmerah/img_cloud/Apple Golden 3/49_100.jpg,Apple Golden 3,0.881991,2.6576428,-5.611204,7.020443,-3.9807787,6.6120305,-3.2253704,-1.771856,-0.28717145,-0.19972266,-1.0121467,-4.4502773,-3.969744,1.0504488,-4.125383,5.904019,-1.7666199,-4.1003914,2.0091774,1.4920173,-6.777413,-1.3914814,-4.411863,0.61189324,-0.62772596,0.15913965,2.949395,-3.277954,0.8608573,-1.627401,-2.200184
s3://p9-data-mohamedmerah/img_cloud/Tomato 1/9_100.jpg,Tomato 1,6.286018,-13.749402,4.4797277,9.511986,-4.3053646,-0.6092738,-0.84888935,-0.43617752,1.6957419,-1.8858526,-1.3144956,-2.4348104,-0.50478595,1.6238041,-3.258082,-1.9812886,2.7482493,-1.5295916,0.6088748,2.3549507,-3.6781256,1.1272359,-1.3378636,0.9610251,-2.1834404,0.95125014,2.5378559,-3.0804915,-1.28502,-1.8005626,-1.4379271
s3://p9-data-mohamedmerah/img_cloud/Banana Red/88_100.jpg,Banana Red,-1.001849,-12.8162775,-5.8334665,2.6165617,1.5073715,-3.3730974,-4.9670186,-9.187983,-1.394332,0.48034167,0.49694216,-10.775365,-9.451029,3.574883,-0.053511735,-4.175571,0.9881424,-3.5092175,2.674916,-0.91494524,-4.1520333,0.35845292,-1.1118062,1.2459034,-0.29528186,0.5028981,0.9446342,-2.6660728,-0.08418103,-2.2006936,-0.96991867
s3://p9-data-mohamedmerah/img_cloud/Clementine/r_208_100.jpg,Clementine,6.3714795,-2.1932878,0.3496528,3.6111712,3.633196,-0.6774818,-8.386479,1.7463425,6.0740404,1.1631647,-0.6900713,-3.4038143,-1.5547651,0.75349027,-2.3513353,-1.3021252,0.8530027,-2.7303293,2.0249062,1.4620216,-3.443964,-0.9963231,-2.2758303,-0.92690414,-0.84111536,0.7808878,-3.5304523,-1.3265812,0.22926213,-1.5869676,-3.2850773
s3://p9-data-mohamedmerah/img_cloud/Clementine/0_100.jpg,Clementine,9.398405,-7.12608,1.1624985,5.599329,1.4765197,2.4989681,-8.159419,3.588061,7.8991394,3.8249304,-3.4390152,-3.2188137,0.93788475,2.8248596,-3.508791,-2.7831137,1.5530682,-6.3436937,5.7837625,-0.21206783,-7.3569345,-2.0171046,0.22424203,4.6105785,-0.62719923,-0.42234558,2.3761647,-2.9437442,-0.06585667,-2.3077164,-0.75478
s3://p9-data-mohamedmerah/img_cloud/Clementine/r_58_100.jpg,Clementine,6.70792,-5.5973325,0.6972448,4.896992,3.9801476,2.9536157,-8.916917,1.3738495,5.62155,1.6060057,-1.1898563,-4.5582204,-3.9034214,0.35167485,-2.6902423,0.5614298,-1.3992524,-3.1004443,0.2966941,0.5148885,-1.6065605,-0.35421115,-3.0431721,-1.4623812,-1.3835542,1.0789989,0.95935047,-0.7245628,0.6423421,-2.4073303,-2.4541368
s3://p9-data-mohamedmerah/img_cloud/Kumquats/151_100.jpg,Kumquats,3.8519886,2.5512972,-1.1955599,2.6595407,2.852341,-4.586856,-3.747801,-1.9834174,0.4052281,-3.3577197,0.9089526,-4.4331107,1.1157227,-0.7031817,-2.2541094,-0.04014807,-1.527423,-2.6224098,2.8760881,0.7462337,-3.8113759,0.4209856,-2.311128,0.6582731,-2.3057363,0.23732533,3.087671,-2.6489644,-1.5787007,-1.3958457,-0.08622319
s3://p9-data-mohamedmerah/img_cloud/Clementine/r_30_100.jpg,Clementine,6.1837378,-2.9644775,-0.3377436,5.4782844,5.6691103,3.607565,-8.067953,0.09830883,5.0801787,-0.0948137,-2.7650774,-3.862891,-1.8654369,0.35901353,-1.2915756,0.4499221,0.798527,-3.6255238,0.98666817,-0.5622419,-3.2014432,-2.194859,-3.21697,-0.753945,-1.3578602,2.783734,1.0006334,-2.5456233,-0.47521943,-1.3651397,0.31364572
s3://p9-data-mohamedmerah/img_cloud/Banana Red/240_100.jpg,Banana Red,-2.6576886,-11.596499,-9.985853,0.8514824,2.838345,-2.6137671,-4.8066387,-7.9504886,2.8785803,6.403758,-3.3103654,-8.819905,6.383702,-4.247703,-4.2242837,3.0674376,3.8201861,-3.8603697,0.36603236,1.787349,-3.9372184,-0.75749284,-1.5536671,0.66136986,-1.1797981,1.0357985,1.4271479,-2.2581935,0.99082476,-1.7121131,-1.5595509
s3://p9-data-mohamedmerah/img_cloud/Peach/78_100.jpg,Peach,3.8895688,0.046009276,-4.1272597,9.2046585,10.263278,0.43921807,3.0611978,-2.422939,4.5939755,-4.0102625,-1.976811,-3.6223783,-1.6067928,0.47407106,-3.6830063,0.82938445,1.684992,-2.9717226,2.9207826,-1.4165775,-2.42984,-0.36493328,-1.4204236,2.3162434,0.3267737,2.0729911,1.2180685,-0.5758626,0.7462858,-3.1736524,-2.1176953
s3://p9-data-mohamedmerah/img_cloud/Apple Pink Lady/r_235_100.jpg,Apple Pink Lady,5.523719,0.119821616,-2.7703981,5.075175,1.6479377,2.335028,-3.5254266,-0.3388046,-2.4124644,0.9492213,-4.533363,-3.2619116,1.2677172,-0.25060505,-1.232425,-4.000147,0.04683478,-3.3133411,2.0058472,1.4769565,-1.3763351,2.419951,0.31907585,1.3511243,-0.4292071,-0.781521,1.071509,-1.5106465,2.6118355,0.4354282,-3.6180825
s3://p9-data-mohamedmerah/img_cloud/Pineapple/217_100.jpg,Pineapple,-16.257927,-0.7573662,6.4216013,6.917992,1.590127,1.2318925,-5.197997,-1.0867765,2.7487576,-1.3231066,-0.4993927,-3.5323923,-3.0923483,-4.5554943,-3.4633977,-0.7347217,2.2738574,-4.381467,3.590837,0.68402934,-4.2725067,-0.050763432,-1.6996323,1.4421749,-2.1265924,3.1021314,0.6520969,-5.0437813,-1.7877156,-2.9209242,-4.9757795
s3://p9-data-mohamedmerah/img_cloud/Lemon/69_100.jpg,Lemon,3.83789,5.2098556,-2.5659945,3.6947052,-4.8651247,-3.8705702,-5.1066904,-0.73327285,4.3429165,-0.58767945,-2.0335894,-3.6907458,-1.5060419,-1.253072,1.7937511,-0.2750749,3.4611316,-3.099542,2.5164144,-0.41438895,-3.0220675,-0.23149386,-2.4554083,0.72838163,-0.036494046,1.3723627,2.4455907,-2.6075718,0.7546729,-2.1091273,-2.084928
s3://p9-data-mohamedmerah/img_cloud/Apple Golden 3/r_48_100.jpg,Apple Golden 3,0.24340864,4.092278,-7.2684174,5.046666,-4.1227255,10.326418,-4.6248484,-4.64211,6.4422097,-3.9088626,2.1065993,-5.2538433,0.9884391,0.83754593,-2.3742998,-4.4123907,3.9284139,-4.334949,3.0560174,1.5260876,-0.6972726,-1.8343598,-5.4468155,0.030762238,0.009310177,-1.7921215,2.381546,-2.6856828,-0.11180232,-1.6258583,-1.4880939
s3://p9-data-mohamedmerah/img_cloud/Banana Red/5_100.jpg,Banana Red,-4.5882177,-11.140223,-12.041814,-7.1069536,0.9682081,2.5176482,0.09998134,6.39093,2.6607947,-4.1616297,-3.4096432,-4.3487463,-1.7788817,0.05699364,-0.8813038,-2.0328684,0.2843504,-4.404733,2.8986266,-0.668164,-4.6709394,0.2441677,-2.7185123,0.17053427,-3.5396912,3.1862838,2.5766716,-3.4237435,2.6593318,0.37074912,-2.356573
s3://p9-data-mohamedmerah/img_cloud/Pineapple/r_208_100.jpg,Pineapple,-11.961662,0.030178951,5.704664,4.475392,3.0371993,0.46869567,-1.5496494,-1.1954659,3.8140614,0.5828506,-6.3832474,-5.2896304,2.7479079,5.5286236,0.5122935,-1.0045667,-1.0397389,-2.4438403,1.5517323,-0.04619994,-3.505495,1.2480007,-3.2010076,-0.46134892,-2.486807,-1.1996561,1.8912575,-2.512029,1.7588924,-4.612231,-1.8625331
s3://p9-data-mohamedmerah/img_cloud/Tomato 1/r_263_100.jpg,Tomato 1,3.6127608,-13.489371,2.3186803,9.20771,-1.5388504,1.948223,-2.9784753,-2.8831072,4.2880425,-3.728407,-0.5447412,-6.0925508,1.4314114,-4.7490826,4.308254,0.2436735,-5.920073,-4.501529,1.9489027,-0.2302,-2.307594,-1.6436543,-3.4150167,4.6661034,-1.0202836,0.18939319,-0.17084311,-2.770056,0.6928841,-1.8284501,-1.8219596
s3://p9-data-mohamedmerah/img_cloud/Apple Pink Lady/293_100.jpg,Apple Pink Lady,6.27583,0.2001911,-1.3826816,5.306054,1.9975195,4.1055923,-5.1906667,-0.6223722,-3.1091096,0.088978946,-3.2994,-3.242257,0.036794774,-0.854841,-0.8940023,-1.8886392,0.26730794,-5.0361013,0.80369306,1.777111,-3.4663715,0.2825193,-3.7310216,1.1864516,0.99492097,3.0632353,2.7069807,-1.9112669,-0.37197018,-3.086964,-1.4854815
s3://p9-data-mohamedmerah/img_cloud/Kumquats/121_100.jpg,Kumquats,3.6408455,1.5623661,-1.47076,2.9847002,3.076565,-6.3088737,-4.2568817,-1.5920289,2.352104,-3.3430076,2.0792198,-4.337971,0.5643513,0.34046766,-3.5788321,-1.1859891,-2.2552822,-4.11126,2.764907,0.70838785,-5.00566,0.655023,-4.012091,0.0907967,-1.5595741,-0.5859042,1.6055543,-1.8806976,0.43782714,-2.044611,-2.4575672
s3://p9-data-mohamedmerah/img_cloud/Apple Pink Lady/246_100.jpg,Apple Pink Lady,7.1016583,-0.53931916,-1.3831189,7.307597,3.7147367,2.64017,-5.2189918,-1.4006041,0.31554353,-1.0685222,-6.4715886,-3.6090944,-0.5713165,-0.9210276,1.3452477,-2.0504441,2.0036695,-5.3052335,2.7889614,0.8602762,-4.925727,-0.2927208,-2.9495883,0.41535613,-1.6457072,0.32877815,0.793181,-4.2307982,0.22006595,-1.6201937,-0.5696501
s3://p9-data-mohamedmerah/img_cloud/Kumquats/0_100.jpg,Kumquats,4.735486,3.6008565,-0.7964033,2.6759777,0.9846969,-5.3982587,-4.262586,0.2783388,1.9539825,-2.0022757,1.3878835,-2.7952278,1.7188658,0.05552954,-1.5138311,-0.9958353,0.04926624,-4.0849466,2.2036746,0.78628594,-4.240783,0.35860154,-1.7945696,0.21646845,-1.792734,0.8865511,0.86479044,-1.9865716,-0.6346297,-1.219518,-1.5313301
s3://p9-data-mohamedmerah/img_cloud/Pineapple/r_75_100.jpg,Pineapple,-13.121684,0.2740987,4.9683685,3.836671,2.1747873,1.7004023,-2.4049714,-2.193936,3.5873923,0.47751614,-4.987765,-6.2755384,3.0622547,6.2105007,1.0008467,-0.14007455,-0.22396584,-0.9769662,2.1723318,0.65677917,-3.9836524,-0.7169712,-3.3363814,1.1206479,1.574649,3.075239,0.5196422,-3.3948832,-1.8316401,0.649046,-1.7087686
s3://p9-data-mohamedmerah/img_cloud/Lemon/r_2_100.jpg,Lemon,1.6995094,4.280936,-5.842868,9.102232,-3.5738003,-2.5253103,-0.21895194,-1.5960952,8.4460945,1.850782,-7.583617,-6.024541,-3.5824761,-1.9280549,-1.9321078,-2.6089368,-1.5535799,-4.3631988,1.0674009,2.9823647,-3.7593327,0.32507104,-1.9873055,0.6693917,-1.2920533,1.2210857,1.2937348,-2.6358056,-1.2773288,-1.1588317,-1.080129
s3://p9-data-mohamedmerah/img_cloud/Banana Red/168_100.jpg,Banana Red,-4.1496105,-10.967959,-11.43098,-6.926425,0.22438477,2.2882457,-1.7268033,6.5530477,2.3431377,-3.7289212,-4.1852617,-5.662008,-0.6426938,-1.5568482,-0.9534042,0.2789808,1.2503399,-2.3071227,2.1257405,2.352234,-2.990126,0.7997017,-2.182164,1.232468,1.3414915,-1.1104822,-0.15472923,-1.7161103,-3.2821922,-4.358322,-0.7431158
s3://p9-data-mohamedmerah/img_cloud/Peach/97_100.jpg,Peach,3.5564268,0.98687315,-3.592801,8.191735,7.9786396,0.62006885,3.1407542,-1.9391915,3.5389974,-3.6419282,-2.9675043,-3.6615584,-0.81200314,0.47786343,-2.7619536,0.76400477,1.8100708,-2.6456373,3.2451754,-1.5014551,-3.2242875,-1.4038612,-1.2050619,2.526018,0.09969427,1.3247603,2.0872252,-0.24165928,-0.24045947,-2.016851,-2.0906122
s3://p9-data-mohamedmerah/img_cloud/Lemon/3_100.jpg,Lemon,3.3595004,4.911353,-1.3718221,3.3724184,-6.445716,-4.3788695,-4.3593874,-0.14019608,5.326563,-0.637398,-2.0988803,-2.6991076,-1.7486169,-1.2339838,2.2566235,0.7148524,3.7758863,-2.706603,1.9225315,0.06664834,-2.7728188,-0.34017205,-1.8509535,0.96469647,0.5298228,0.8816815,1.6495274,-3.0905175,1.4208989,-2.5497963,-2.2328577
s3://p9-data-mohamedmerah/img_cloud/Peach/r_66_100.jpg,Peach,3.6345706,-4.601283,-2.6948907,10.1545315,9.719116,3.7467968,-2.5470362,-1.678334,6.7221885,-3.5208778,0.24872833,-5.429787,-0.43647683,-0.9872968,3.3195276,-0.6428912,3.2500186,-4.45438,-0.58182335,2.4070578,-8.124966,3.0230718,-1.9579303,0.009496773,-0.17692558,-0.7220147,2.5490994,-2.1851273,-1.3530104,-0.72885686,-4.0334706
s3://p9-data-mohamedmerah/img_cloud/Lemon/43_100.jpg,Lemon,2.835212,4.9832163,-2.2188227,4.1773777,-5.303472,-3.8944192,-3.9461012,-0.6999768,3.3872716,-1.5261612,-2.9666843,-3.3387,-1.2069985,-0.24071948,2.075742,0.98657906,3.118427,-2.6760557,2.1688793,-0.01373817,-3.9833755,0.25150874,-1.6034502,1.4804724,-0.26800084,2.1221287,1.3674737,-2.223911,0.8188815,-2.897063,-0.96157426
s3://p9-data-mohamedmerah/img_cloud/Lemon/r_20_100.jpg,Lemon,0.26441234,2.733929,-6.398015,9.390911,-1.1681365,-3.2580118,1.5736774,-1.3368143,8.235696,0.6051607,-7.6616964,-5.4338894,-2.5132337,-0.8031622,-3.0763433,-3.1965914,-1.9736989,-6.1561747,1.0960506,2.3574078,-2.8572505,-0.20160152,-2.771284,0.032020513,-1.7018971,1.4126478,2.3542585,-1.4560035,-1.0989789,-1.5127773,-1.8177584
s3://p9-data-mohamedmerah/img_cloud/Pineapple/232_100.jpg,Pineapple,-17.162764,-1.1131426,7.208293,5.018846,1.9667192,1.8263096,-4.4590015,-0.27312985,3.0749102,-0.9081844,-2.609132,-3.5407631,-2.3027785,-2.8989136,-2.5430925,-1.6903769,0.68962455,-4.5585227,1.1625475,0.94905794,-4.403108,0.7187681,-1.6062945,0.7059504,-1.7739807,-0.59581214,2.1814146,-1.2622637,1.729913,-4.584941,-0.2303289
s3://p9-data-mohamedmerah/img_cloud/Tomato 1/r_220_100.jpg,Tomato 1,4.773657,-15.751169,2.9866827,10.390971,-5.1314545,0.58344203,-0.5187666,-0.60197437,4.1292615,0.16425277,-1.6127548,-4.6807685,1.0225209,-1.6349429,-1.8479875,0.19080259,-1.3325906,-4.4712596,7.592954,-0.7187576,-3.8967385,2.3792877,-1.5675505,-4.2567515,2.5873873,1.3384402,2.299422,-2.2487493,0.107623234,-2.2214136,-1.7547221
